index,ds_id,imdb_id,title,budget,release_year,vote_average,vote_count,features,language
2809,318850,tt1002563,The Young Messiah,18500000,2016,6.4,30,cyrusnowrasteh adamgreavesneal saralazzaro egypt jesus christ gospel christian journey biblical,en
2810,318850,tt1002563,The Young Messiah,18500000,2016,6.4,30,cyrusnowrasteh adamgreavesneal saralazzaro egypt jesus christ gospel christian journey biblical,en
2811,86597,tt1658837,The Tall Man,18200000,2012,5.7,339,pascallaugier jessicabiel jodelleferland kidnapping children crime missing child horror mystery thriller,en
2812,9312,tt0113855,Mortal Kombat,18000000,1995,5.4,452,paulwsanderson christopherlambert robinshou martial arts monster island gore sorcerer tournament violence based on video game hand to hand combat action fantasy,en
2813,2045,tt0118040,Unforgettable,18000000,1996,5.3,22,johndahl rayliotta lindafiorentino wife husband relationship experiment police murder suspense memory forensic gunman animal experimentation drama mystery science fiction thriller,en
2814,522,tt0109707,Ed Wood,18000000,1994,7.3,639,timburton johnnydepp martinlandau individual taxi transsexuality fortune teller film business film making film producer vororte film maker boxer film director oddball celebrity morphine movie studio los angeles drug addict cult director theremin handgun trick or treating actor transvestite comedy drama history,en
2815,9587,tt0110367,Little Women,18000000,1994,7,222,gillianarmstrong winonaryder gabrielbyrne depression mother daughter relationship pregnant desire chalkboard nightgown louisa may alcott birth of twins woman director drama romance,en
2816,2019,tt0107076,Hard Target,18000000,1993,6.1,237,johnwoo jeanclaudevandamme arnoldvosloo new orleans mercenary hunting human beings money drifter union sailor human prey action adventure crime thriller,en
2817,9479,tt0107688,The Nightmare Before Christmas,18000000,1993,7.6,2135,henryselick dannyelfman chrissarandon holiday fire santa claus magic halloween skeleton musical christmas tree fall from height woods animation pumpkin jack o lantern saving christmas christmas fantasy animation family,en
2818,771,tt0099785,Home Alone,18000000,1990,7.1,2487,chriscolumbus macaulayculkin joepesci holiday burglar home invasion mischief booby trap home alone suburban chicago mischievous child christmas child comedy family,en
2819,10535,tt0117723,Spy Hard,18000000,1996,4.9,148,rickfriedberg leslienielsen nicollettesheridan atomic bomb spoof james bond spoof action comedy,en
2820,22479,tt0116745,Kansas City,18000000,1996,6.1,13,robertaltman jenniferjasonleigh mirandarichardson politician kansas city election jazz music thriller drama music crime,en
2821,1891,tt0080684,The Empire Strikes Back,18000000,1980,8.2,5998,irvinkershner markhamill harrisonford rebel android asteroid space battle snow storm space colony spaceship lightsaber jedi good vs evil rebellion the force space opera stormtrooper wookie jedi master jedi training droid adventure action science fiction,en
2822,85,tt0082971,Raiders of the Lost Ark,18000000,1981,7.7,3949,stevenspielberg harrisonford karenallen saving the world riddle nepal himalaya cairo moses egypt whip treasure medallion leather jacket nazis hat mediterranean ark of the covenant ten commandments treasure hunt excavation swastika archaeologist indiana jones archeology adventure action,en
2823,279,tt0086879,Amadeus,18000000,1984,7.8,1107,miloforman fmurrayabraham tomhulce italy composer opera talent musician marriage crisis god murder vienna austria envy 18th century drama history music,en
2824,1578,tt0081398,Raging Bull,18000000,1980,7.7,968,martinscorsese robertdeniro joepesci transporter jealousy violent husband paranoia boxer biography fistfight broken nose sport domestic violence extreme violence overthehill fighter,en
2825,9665,tt0097441,Glory,18000000,1989,7.4,391,edwardzwick matthewbroderick denzelwashington war racism battle union soldier confederate soldier american civil war,en
2826,157,tt0088170,Star Trek III: The Search for Spock,18000000,1984,6.4,443,leonardnimoy williamshatner leonardnimoy science fiction action adventure thriller,en
2827,38295,tt0120112,She's So Lovely,18000000,1997,5.3,26,nickcassavetes seanpenn robinwright drama romance thriller,en
2828,68924,tt0119349,The Ice Storm,18000000,1997,6.9,181,anglee kevinkline joanallen based on novel 1970s thanksgiving dysfunctional family independent film,en
2829,1281,tt0118689,Bean,18000000,1997,6.3,602,melsmith rowanatkinson petermacnicol paris london england california airport vault destroy museum arts and culture chaos repair clumsy fellow guard arts expert host family damage poster artwork creativity painting hospital los angeles amusement park teenage rebellion laxative,en
2830,11003,tt0120888,The Wedding Singer,18000000,1998,6.5,603,frankcoraci adamsandler drewbarrymore wedding vows marriage proposal love of ones life bride bridegroom romance comedy,en
2831,11974,tt0096734,The 'Burbs,18000000,1989,6.6,312,joedante tomhanks brucedern paranoia garbage psychopath vacation dark comedy neighbor suburbia serial killer slasher chainsaw murderer old dark house pig mask new neighbor axe murder dream sequence dark humor psycho neighborhood madman lunatic comedy horror thriller,en
2832,16081,tt0061584,Doctor Dolittle,18000000,1967,6,42,richardfleischer rexharrison samanthaeggar england snail vegetarian rainstorm shell adventure fantasy comedy family music romance,en
2833,11904,tt0090357,Young Sherlock Holmes,18000000,1985,6.7,172,barrylevinson nicholasrowe alancox london england school friend religion and supernatural sherlock holmes murder aftercreditsstinger action adventure crime drama family mystery thriller,en
2834,10013,tt0091738,Peggy Sue Got Married,18000000,1986,5.9,138,francisfordcoppola nicolascage jimcarrey time travel high school reunion comedy drama fantasy romance,en
2835,14283,tt0120802,The Red Violin,18000000,1998,7.2,101,franoisgirard carlocecchi irenegrazioli auction violin drama thriller mystery music romance,en
2836,2280,tt0094737,Big,18000000,1988,6.9,1022,pennymarshall tomhanks elizabethperkins baseball coworker bronx pinball machine toy maker duet job promotion homesick new toy quarter unplugged electronic works yankee stadium bronx new york city walking on piano keys wish fulfillment bunk bed woman director fantasy drama comedy romance family,en
2837,772,tt0104431,Home Alone 2: Lost in New York,18000000,1992,6.3,2459,chriscolumbus macaulayculkin joepesci holiday new york new york city christmas comedy family adventure crime,en
2838,38557,tt0088007,The River,18000000,1984,6.5,21,markrydell melgibson sissyspacek,en
2839,918,tt0092666,Blind Date,18000000,1987,5.6,115,blakeedwards kimbasinger brucewillis brother brother relationship california manager judge expensive restaurant bachelor new love yuppie business man blind date lawyer alcoholic wrongful arrest comedy romance,en
2840,106,tt0093773,Predator,18000000,1987,7.3,2129,johnmctiernan arnoldschwarzenegger carlweathers central and south america predator alien stalking invisible commando 3d science fiction action adventure thriller,en
2841,10560,tt0210616,Center Stage,18000000,2000,6.8,95,nicholashytner amandaschull zoesaldana new york competition dancer dance ball career ballet dancer music entrance examination ballet dance teacher drama music,en
2842,10364,tt0065528,Catch-22,18000000,1970,6.7,73,mikenichols alanarkin martinbalsam world war ii island bomber pianosa american war comedy drama,en
2843,11286,tt0082136,The Cannonball Run,18000000,1981,6.2,161,halneedham burtreynolds rogermoore cross country race allstar supporting cast,en
2844,8835,tt0250494,Legally Blonde,18000000,2001,6.2,908,robertluketic reesewitherspoon lukewilson harvard law school black female judge smart blonde girl power,en
2845,11185,tt0098282,"See No Evil, Hear No Evil",18000000,1989,6.4,220,arthurhiller richardpryor genewilder deafness blindness and impaired vision suspicion of murder witness friendship murder blindness crime comedy,en
2846,13766,tt0091993,SpaceCamp,18000000,1986,5.8,60,harrywiner katecapshaw leathompson space astronaut space shuttle trapped in space space camp family adventure,en
2847,11457,tt0264796,Life as a House,18000000,2001,7.2,122,irwinwinkler kevinkline kristinscottthomas father son relationship house cancer drug divorce exwife unemployment,en
2848,848,tt0082288,Dragonslayer,18000000,1981,6.5,69,matthewrobbins petermacnicol caitlinclarke secret identity self sacrifice magic virgin solar eclipse sacrifice sorcerers apprentice amulet lottery brood egg princess sorcerer human sacrifice dragon hidden identity crossdressing landslide sword and sorcery,en
2849,9610,tt0087078,Conan the Destroyer,18000000,1984,5.8,391,richardfleischer arnoldschwarzenegger gracejones swordplay sword magic warrior woman lone wolf wizardry royalty barbarian sword and sorcery adventure fantasy action,en
2850,11468,tt0235737,Salton Sea,18000000,2002,7,109,djcaruso valkilmer vincentdonofrio dual identity identity war on drugs jazz musician drug scene neonoir crime drama mystery thriller,en
2851,28117,tt0101701,Delirious,18000000,1991,5.5,27,tommankiewicz johncandy marielhemingway writer father daughter relationship soap opera fantasy comedy romance,en
2852,30194,tt0091472,The Manhattan Project,18000000,1986,6.1,26,marshallbrickman johnlithgow christophercollet bomb helicopter plutonium laser heist fugitive teenager scientist nuclear science project science fiction thriller,en
2853,11644,tt0082085,Blow Out,18000000,1981,7.3,243,briandepalma johntravolta nancyallen audio tape hitman presidential election noises yell politics faithlessness drama mystery thriller,en
2854,38665,tt0082648,The Legend of the Lone Ranger,18000000,1981,3.7,14,williamafraker christopherlloyd mattclark lone ranger wild bill hickok buffalo bill the lone ranger action adventure romance western,en
2855,12090,tt0305711,Just Married,18000000,2003,5.3,415,shawnlevy ashtonkutcher brittanymurphy venice france prison fire europe married couple honeymoon castle just married chewing gum marriage police vacation,en
2856,10724,tt0083943,Firefox,18000000,1982,5.5,141,clinteastwood clinteastwood freddiejones flying pilot kampfjet false identity assault suspense science fiction action adventure thriller,en
2857,2525,tt0060164,The Bible: In the Beginning...,18000000,1966,6.2,34,johnhuston michaelparks ullabergryd bible christian flood noah noahs ark adam and eve abraham,en
2858,36759,tt0078239,Sgt. Pepper's Lonely Hearts Club Band,18000000,1978,4.5,18,michaelschultz barrygibb robingibb bus record producer convertible the beatles robot theft the beatles song rock opera bee gees billboard adventure music family,en
2859,10934,tt0328589,Under the Tuscan Sun,18000000,2003,6.4,178,audreywells dianelane sandraoh depression toscana recreation author divorce woman director,en
2860,37753,tt0104006,Consenting Adults,18000000,1992,5.6,27,alanjpakula kevinkline maryelizabethmastrantonio crime drama mystery,en
2861,25269,tt0101371,Article 99,18000000,1992,5.5,12,howarddeutch rayliotta kiefersutherland asylum pflegen hospital comedy drama,en
2862,18410,tt0093793,Project X,18000000,1987,6.2,77,jonathankaplan matthewbroderick helenhunt,en
2863,10028,tt0322589,Honey,18000000,2003,6,313,billewoodruff jessicaalba mekhiphifer new york dancing hiphop dream dance blackmail harassment career video teacher business sabotage choreographer club harlem youth center romance music family,en
2864,21301,tt0337579,Barbershop 2:  Back in Business,18000000,2004,5.7,77,kevinrodneysullivan icecube cedrictheentertainer comedy drama,en
2865,20483,tt0337917,Catch That Kid,18000000,2004,5,78,bartfreundlich kristenstewart corbinbleu family action adventure,en
2866,11221,tt0086955,Best Defense,18000000,1984,3.6,25,willardhuyck dudleymoore eddiemurphy middle east armor kgb test error engineer army action comedy,en
2867,48706,tt0107277,Josh and S.A.M.,18000000,1993,5,4,billyweber jacobtierney noahfleiss brother brother relationship canada cross country journey adventure action comedy,en
2868,791,tt0432291,The Fog,18000000,2005,3.8,191,rupertwainwright tomwelling maggiegrace prophecy fire sea beach cemetery gold small town beheading sword penalty narration fog leprosy ship ghost ship lighthouse weather service unatoned crime mother daughter relationship killer denunciation horror thriller,en
2869,20858,tt0090568,8 Million Ways to Die,18000000,1986,5.6,23,halashby jeffbridges rosannaarquette alcoholic matt scudder,en
2870,9968,tt0402850,The Big White,18000000,2005,6.3,91,markmylod robinwilliams hollyhunter kidnapping hitman business man insurance fraud murder alaska dark comedy tourette syndrome life insurance insurance insurance agent comedy crime drama,en
2871,9293,tt0455967,John Tucker Must Die,18000000,2006,5.9,375,bettythomas jessemetcalfe brittanysnow high school basketball revenge falling in love teenage boy woman director school life cheater,en
2872,496,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,2006,6.5,1617,larrycharles sachabaroncohen kendavitian male nudity usa california prostitute journalist rodeo kazakhstan demeanor course chicken driving school anti semitism bear mockumentary reporter aftercreditsstinger duringcreditsstinger,en
